observation_id,relationship_id,team_id,product,sector,geography,size_bucket,relationship_maturity,observation_period_start,observation_period_end,available_date,focal_bank_activity_zar,other_bank_activity_zar,total_multibank_wallet_zar,known_truth_share,selection_probability,selection_weight,reconciled_to_bank_records,consent_reference,provenance_class,truth_status,evidence_tier,production_e3_eligible,measured_share_label_allowed,dataset_version
DEMO-R0136-collections,DEMO-R0136,DEMO-TEAM-16,Collections,tech,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,203489431.71,473866294.51,677355726.22,0.30041738,0.36316518,2.75356791,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0136-payments,DEMO-R0136,DEMO-TEAM-16,Payments,tech,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1380506419.81,2491010532.76,3871516952.57,0.35658023,0.36316518,2.75356791,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0136-liquidity,DEMO-R0136,DEMO-TEAM-16,Liquidity,tech,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,658904857.64,4578403741.01,5237308598.65,0.12580982,0.36316518,2.75356791,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0136-fx-fx,DEMO-R0136,DEMO-TEAM-16,Cross-border FX,tech,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1864930413.95,8497463055.59,10362393469.54,0.17997101,0.36316518,2.75356791,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0136-trade-finance,DEMO-R0136,DEMO-TEAM-16,Trade finance,tech,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,110752167.06,469477559.42,580229726.47,0.19087641,0.36316518,2.75356791,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0137-collections,DEMO-R0137,DEMO-TEAM-17,Collections,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,2231044560.37,2806486931.19,5037531491.56,0.44288449,0.41173074,2.42877176,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0137-payments,DEMO-R0137,DEMO-TEAM-17,Payments,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,2869620253.78,4919992133.79,7789612387.57,0.36839063,0.41173074,2.42877176,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0137-liquidity,DEMO-R0137,DEMO-TEAM-17,Liquidity,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1397963251.15,3773082535.4,5171045786.55,0.2703444,0.41173074,2.42877176,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0137-fx-fx,DEMO-R0137,DEMO-TEAM-17,Cross-border FX,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,2316431381.56,10144991374.53,12461422756.09,0.18588819,0.41173074,2.42877176,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0137-trade-finance,DEMO-R0137,DEMO-TEAM-17,Trade finance,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1742760244.32,15775068345.74,17517828590.06,0.09948495,0.41173074,2.42877176,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0138-collections,DEMO-R0138,DEMO-TEAM-18,Collections,consumer,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,757862797.25,2224033541.71,2981896338.96,0.25415464,0.30018778,3.33124824,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0138-payments,DEMO-R0138,DEMO-TEAM-18,Payments,consumer,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,3610405507.67,3957865704.04,7568271211.71,0.47704494,0.30018778,3.33124824,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0138-liquidity,DEMO-R0138,DEMO-TEAM-18,Liquidity,consumer,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,3566224659.8,4734630302.49,8300854962.29,0.42962137,0.30018778,3.33124824,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0138-fx-fx,DEMO-R0138,DEMO-TEAM-18,Cross-border FX,consumer,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,3879632598.41,8168428472.85,12048061071.26,0.32201303,0.30018778,3.33124824,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0138-trade-finance,DEMO-R0138,DEMO-TEAM-18,Trade finance,consumer,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,717784406.44,2793126996.04,3510911402.48,0.2044439,0.30018778,3.33124824,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0139-collections,DEMO-R0139,DEMO-TEAM-19,Collections,insurance,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,5763597742.82,6952250634.33,12715848377.15,0.45326097,0.3859596,2.59094472,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0139-payments,DEMO-R0139,DEMO-TEAM-19,Payments,insurance,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,8576114321.01,6823006243.13,15399120564.15,0.55692234,0.3859596,2.59094472,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0139-liquidity,DEMO-R0139,DEMO-TEAM-19,Liquidity,insurance,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,7622978601.98,25381667314.48,33004645916.46,0.23096683,0.3859596,2.59094472,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0139-fx-fx,DEMO-R0139,DEMO-TEAM-19,Cross-border FX,insurance,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,3861712494.04,20496872460.97,24358584955.01,0.15853599,0.3859596,2.59094472,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0139-trade-finance,DEMO-R0139,DEMO-TEAM-19,Trade finance,insurance,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,204981183.71,1185689189.06,1390670372.76,0.14739739,0.3859596,2.59094472,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0140-collections,DEMO-R0140,DEMO-TEAM-20,Collections,mining,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,1508001260.21,2682668724.41,4190669984.62,0.3598473,0.33519164,2.98336792,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0140-payments,DEMO-R0140,DEMO-TEAM-20,Payments,mining,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,2320798453.83,4977872799.33,7298671253.16,0.31797547,0.33519164,2.98336792,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0140-liquidity,DEMO-R0140,DEMO-TEAM-20,Liquidity,mining,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,2422294774.15,12860790611.78,15283085385.93,0.15849514,0.33519164,2.98336792,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0140-fx-fx,DEMO-R0140,DEMO-TEAM-20,Cross-border FX,mining,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,873498477.37,10346323205.42,11219821682.79,0.07785315,0.33519164,2.98336792,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0140-trade-finance,DEMO-R0140,DEMO-TEAM-20,Trade finance,mining,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,367035599.39,3908433574.07,4275469173.45,0.08584686,0.33519164,2.98336792,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0141-collections,DEMO-R0141,DEMO-TEAM-21,Collections,mining,Rest of Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,633483112.86,1440409421.2,2073892534.06,0.30545609,0.32152694,3.11015929,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0141-payments,DEMO-R0141,DEMO-TEAM-21,Payments,mining,Rest of Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,237307935.32,450222063.87,687529999.19,0.34516012,0.32152694,3.11015929,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0141-liquidity,DEMO-R0141,DEMO-TEAM-21,Liquidity,mining,Rest of Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,279696080.89,1579788583.42,1859484664.31,0.15041591,0.32152694,3.11015929,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0141-fx-fx,DEMO-R0141,DEMO-TEAM-21,Cross-border FX,mining,Rest of Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,494985006.21,1336283971.9,1831268978.11,0.27029618,0.32152694,3.11015929,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0141-trade-finance,DEMO-R0141,DEMO-TEAM-21,Trade finance,mining,Rest of Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,471724898.97,1214780945.89,1686505844.86,0.27970546,0.32152694,3.11015929,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0142-collections,DEMO-R0142,DEMO-TEAM-22,Collections,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,3458070480.56,18775450850.98,22233521331.54,0.15553409,0.33977199,2.94315021,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0142-payments,DEMO-R0142,DEMO-TEAM-22,Payments,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,4830641307.78,5014572326.82,9845213634.6,0.49065886,0.33977199,2.94315021,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0142-liquidity,DEMO-R0142,DEMO-TEAM-22,Liquidity,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,4704180000.16,9071468019.27,13775648019.44,0.34148521,0.33977199,2.94315021,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0142-fx-fx,DEMO-R0142,DEMO-TEAM-22,Cross-border FX,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,903099525.03,1580059228.57,2483158753.6,0.36368981,0.33977199,2.94315021,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0142-trade-finance,DEMO-R0142,DEMO-TEAM-22,Trade finance,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,43209703.43,67964983.08,111174686.51,0.38866495,0.33977199,2.94315021,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0143-collections,DEMO-R0143,DEMO-TEAM-23,Collections,tech,Rest of Africa,mid,new,2025-07-01,2026-06-30,2026-08-09,69281731.05,204453262.92,273734993.97,0.25309782,0.33789744,2.95947789,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0143-payments,DEMO-R0143,DEMO-TEAM-23,Payments,tech,Rest of Africa,mid,new,2025-07-01,2026-06-30,2026-08-09,356646432.51,583508094.76,940154527.27,0.37934874,0.33789744,2.95947789,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0143-liquidity,DEMO-R0143,DEMO-TEAM-23,Liquidity,tech,Rest of Africa,mid,new,2025-07-01,2026-06-30,2026-08-09,171009067.19,471582893.0,642591960.19,0.26612388,0.33789744,2.95947789,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0143-fx-fx,DEMO-R0143,DEMO-TEAM-23,Cross-border FX,tech,Rest of Africa,mid,new,2025-07-01,2026-06-30,2026-08-09,535330359.16,1174168096.56,1709498455.72,0.31315054,0.33789744,2.95947789,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0143-trade-finance,DEMO-R0143,DEMO-TEAM-23,Trade finance,tech,Rest of Africa,mid,new,2025-07-01,2026-06-30,2026-08-09,15334884.26,28582673.27,43917557.53,0.34917434,0.33789744,2.95947789,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0144-collections,DEMO-R0144,DEMO-TEAM-24,Collections,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,4261761249.74,5329537607.21,9591298856.95,0.4443362,0.39662629,2.52126505,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0144-payments,DEMO-R0144,DEMO-TEAM-24,Payments,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,5146328782.82,24175335787.28,29321664570.1,0.17551285,0.39662629,2.52126505,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0144-liquidity,DEMO-R0144,DEMO-TEAM-24,Liquidity,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,2144205648.34,4428139508.59,6572345156.93,0.32624666,0.39662629,2.52126505,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0144-fx-fx,DEMO-R0144,DEMO-TEAM-24,Cross-border FX,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1437266526.73,2635727909.17,4072994435.9,0.35287712,0.39662629,2.52126505,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0144-trade-finance,DEMO-R0144,DEMO-TEAM-24,Trade finance,mining,South Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1206908993.67,4397208399.27,5604117392.95,0.21536112,0.39662629,2.52126505,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0145-collections,DEMO-R0145,DEMO-TEAM-25,Collections,telecoms,Rest of Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,329751002.64,1202227999.21,1531979001.84,0.21524512,0.31801971,3.14445923,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0145-payments,DEMO-R0145,DEMO-TEAM-25,Payments,telecoms,Rest of Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,2687883684.18,10999942417.62,13687826101.8,0.19637039,0.31801971,3.14445923,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0145-liquidity,DEMO-R0145,DEMO-TEAM-25,Liquidity,telecoms,Rest of Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,3803834008.59,13196583265.02,17000417273.62,0.22374945,0.31801971,3.14445923,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0145-fx-fx,DEMO-R0145,DEMO-TEAM-25,Cross-border FX,telecoms,Rest of Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,4418260619.71,9608398408.14,14026659027.85,0.31499023,0.31801971,3.14445923,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0145-trade-finance,DEMO-R0145,DEMO-TEAM-25,Trade finance,telecoms,Rest of Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,982729296.95,2095371231.11,3078100528.06,0.31926485,0.31801971,3.14445923,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0146-collections,DEMO-R0146,DEMO-TEAM-26,Collections,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,1247132770.52,1814269183.37,3061401953.9,0.40737309,0.28044856,3.5657163,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0146-payments,DEMO-R0146,DEMO-TEAM-26,Payments,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,2609313146.1,15266574016.65,17875887162.75,0.14596832,0.28044856,3.5657163,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0146-liquidity,DEMO-R0146,DEMO-TEAM-26,Liquidity,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,1855360385.06,5108139449.14,6963499834.2,0.26644079,0.28044856,3.5657163,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0146-fx-fx,DEMO-R0146,DEMO-TEAM-26,Cross-border FX,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,1197104619.97,2501851751.39,3698956371.37,0.32363307,0.28044856,3.5657163,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0146-trade-finance,DEMO-R0146,DEMO-TEAM-26,Trade finance,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,62742054.81,215936740.21,278678795.02,0.22514112,0.28044856,3.5657163,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0147-collections,DEMO-R0147,DEMO-TEAM-27,Collections,real_estate,South Africa,large,developing,2025-07-01,2026-06-30,2026-08-09,38179293.69,157752046.69,195931340.38,0.19486058,0.45359419,2.20461379,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0147-payments,DEMO-R0147,DEMO-TEAM-27,Payments,real_estate,South Africa,large,developing,2025-07-01,2026-06-30,2026-08-09,69796372.82,150138841.22,219935214.04,0.31734969,0.45359419,2.20461379,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0147-liquidity,DEMO-R0147,DEMO-TEAM-27,Liquidity,real_estate,South Africa,large,developing,2025-07-01,2026-06-30,2026-08-09,30913663.03,86067656.5,116981319.53,0.26426153,0.45359419,2.20461379,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0147-fx-fx,DEMO-R0147,DEMO-TEAM-27,Cross-border FX,real_estate,South Africa,large,developing,2025-07-01,2026-06-30,2026-08-09,706775899.35,4193779220.96,4900555120.31,0.14422364,0.45359419,2.20461379,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0147-trade-finance,DEMO-R0147,DEMO-TEAM-27,Trade finance,real_estate,South Africa,large,developing,2025-07-01,2026-06-30,2026-08-09,22994840.54,243658742.2,266653582.74,0.08623488,0.45359419,2.20461379,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0148-collections,DEMO-R0148,DEMO-TEAM-28,Collections,mining,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1805732862.46,3684847226.31,5490580088.77,0.32887834,0.37538321,2.66394443,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0148-payments,DEMO-R0148,DEMO-TEAM-28,Payments,mining,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1128208879.69,3370266195.96,4498475075.65,0.25079807,0.37538321,2.66394443,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0148-liquidity,DEMO-R0148,DEMO-TEAM-28,Liquidity,mining,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,2186267914.08,13621137190.52,15807405104.6,0.13830657,0.37538321,2.66394443,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0148-fx-fx,DEMO-R0148,DEMO-TEAM-28,Cross-border FX,mining,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,1740385841.37,5524341144.1,7264726985.47,0.23956659,0.37538321,2.66394443,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0148-trade-finance,DEMO-R0148,DEMO-TEAM-28,Trade finance,mining,Rest of Africa,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,445630259.94,7094649322.59,7540279582.53,0.05909997,0.37538321,2.66394443,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0149-collections,DEMO-R0149,DEMO-TEAM-29,Collections,real_estate,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,2333076.0,2437489.84,4770565.84,0.48905645,0.32706167,3.05752736,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0149-payments,DEMO-R0149,DEMO-TEAM-29,Payments,real_estate,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,7376211.91,13502061.16,20878273.07,0.35329607,0.32706167,3.05752736,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0149-liquidity,DEMO-R0149,DEMO-TEAM-29,Liquidity,real_estate,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,8709048.24,16312239.9,25021288.14,0.34806554,0.32706167,3.05752736,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0149-fx-fx,DEMO-R0149,DEMO-TEAM-29,Cross-border FX,real_estate,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,183650725.27,511265969.38,694916694.65,0.26427733,0.32706167,3.05752736,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0149-trade-finance,DEMO-R0149,DEMO-TEAM-29,Trade finance,real_estate,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,2185981.43,1723115.18,3909096.61,0.55920374,0.32706167,3.05752736,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0150-collections,DEMO-R0150,DEMO-TEAM-30,Collections,real_estate,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,7218064.62,6601399.21,13819463.83,0.52231148,0.35837506,2.79037277,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0150-payments,DEMO-R0150,DEMO-TEAM-30,Payments,real_estate,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,16577356.57,53258726.31,69836082.88,0.23737523,0.35837506,2.79037277,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0150-liquidity,DEMO-R0150,DEMO-TEAM-30,Liquidity,real_estate,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,5877373.55,33595159.85,39472533.4,0.1488978,0.35837506,2.79037277,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0150-fx-fx,DEMO-R0150,DEMO-TEAM-30,Cross-border FX,real_estate,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,72083691.76,242842226.98,314925918.74,0.22889095,0.35837506,2.79037277,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0150-trade-finance,DEMO-R0150,DEMO-TEAM-30,Trade finance,real_estate,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,2120595.83,6062749.61,8183345.43,0.25913556,0.35837506,2.79037277,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0151-collections,DEMO-R0151,DEMO-TEAM-01,Collections,mining,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,804157109.09,2790009585.68,3594166694.77,0.22373951,0.30822602,3.24437246,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
