observation_id,relationship_id,team_id,product,sector,encouragement_arm,assignment_probability,qualified_action_30d,pipeline_milestone_60d,reconciled_outcome_90d,simulated_contribution_zar,censored,outcome_provenance,production_causal_claim_allowed
DEMO-R0150-collections,DEMO-R0150,DEMO-TEAM-30,Collections,real_estate,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0150-payments,DEMO-R0150,DEMO-TEAM-30,Payments,real_estate,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0150-liquidity,DEMO-R0150,DEMO-TEAM-30,Liquidity,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0150-fx-fx,DEMO-R0150,DEMO-TEAM-30,Cross-border FX,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0150-trade-finance,DEMO-R0150,DEMO-TEAM-30,Trade finance,real_estate,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0151-collections,DEMO-R0151,DEMO-TEAM-01,Collections,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0151-payments,DEMO-R0151,DEMO-TEAM-01,Payments,mining,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0151-liquidity,DEMO-R0151,DEMO-TEAM-01,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0151-fx-fx,DEMO-R0151,DEMO-TEAM-01,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0151-trade-finance,DEMO-R0151,DEMO-TEAM-01,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0152-collections,DEMO-R0152,DEMO-TEAM-02,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0152-payments,DEMO-R0152,DEMO-TEAM-02,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0152-liquidity,DEMO-R0152,DEMO-TEAM-02,Liquidity,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0152-fx-fx,DEMO-R0152,DEMO-TEAM-02,Cross-border FX,mining,0,0.5,0,1,1,1248591.49,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0152-trade-finance,DEMO-R0152,DEMO-TEAM-02,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0153-collections,DEMO-R0153,DEMO-TEAM-03,Collections,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0153-payments,DEMO-R0153,DEMO-TEAM-03,Payments,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0153-liquidity,DEMO-R0153,DEMO-TEAM-03,Liquidity,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0153-fx-fx,DEMO-R0153,DEMO-TEAM-03,Cross-border FX,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0153-trade-finance,DEMO-R0153,DEMO-TEAM-03,Trade finance,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0154-collections,DEMO-R0154,DEMO-TEAM-04,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0154-payments,DEMO-R0154,DEMO-TEAM-04,Payments,mining,0,0.5,1,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0154-liquidity,DEMO-R0154,DEMO-TEAM-04,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0154-fx-fx,DEMO-R0154,DEMO-TEAM-04,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0154-trade-finance,DEMO-R0154,DEMO-TEAM-04,Trade finance,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0155-collections,DEMO-R0155,DEMO-TEAM-05,Collections,mining,1,0.5,0,0,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0155-payments,DEMO-R0155,DEMO-TEAM-05,Payments,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0155-liquidity,DEMO-R0155,DEMO-TEAM-05,Liquidity,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0155-fx-fx,DEMO-R0155,DEMO-TEAM-05,Cross-border FX,mining,1,0.5,0,0,1,408386.35,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0155-trade-finance,DEMO-R0155,DEMO-TEAM-05,Trade finance,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0156-collections,DEMO-R0156,DEMO-TEAM-06,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0156-payments,DEMO-R0156,DEMO-TEAM-06,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0156-liquidity,DEMO-R0156,DEMO-TEAM-06,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0156-fx-fx,DEMO-R0156,DEMO-TEAM-06,Cross-border FX,mining,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0156-trade-finance,DEMO-R0156,DEMO-TEAM-06,Trade finance,mining,0,0.5,1,1,1,1215817.37,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0157-collections,DEMO-R0157,DEMO-TEAM-07,Collections,mining,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0157-payments,DEMO-R0157,DEMO-TEAM-07,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0157-liquidity,DEMO-R0157,DEMO-TEAM-07,Liquidity,mining,0,0.5,1,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0157-fx-fx,DEMO-R0157,DEMO-TEAM-07,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0157-trade-finance,DEMO-R0157,DEMO-TEAM-07,Trade finance,mining,0,0.5,0,0,1,559767.48,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0158-collections,DEMO-R0158,DEMO-TEAM-08,Collections,mining,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0158-payments,DEMO-R0158,DEMO-TEAM-08,Payments,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0158-liquidity,DEMO-R0158,DEMO-TEAM-08,Liquidity,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0158-fx-fx,DEMO-R0158,DEMO-TEAM-08,Cross-border FX,mining,1,0.5,1,1,1,2231651.34,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0158-trade-finance,DEMO-R0158,DEMO-TEAM-08,Trade finance,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0159-collections,DEMO-R0159,DEMO-TEAM-09,Collections,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0159-payments,DEMO-R0159,DEMO-TEAM-09,Payments,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0159-liquidity,DEMO-R0159,DEMO-TEAM-09,Liquidity,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0159-fx-fx,DEMO-R0159,DEMO-TEAM-09,Cross-border FX,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0159-trade-finance,DEMO-R0159,DEMO-TEAM-09,Trade finance,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0160-collections,DEMO-R0160,DEMO-TEAM-10,Collections,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0160-payments,DEMO-R0160,DEMO-TEAM-10,Payments,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0160-liquidity,DEMO-R0160,DEMO-TEAM-10,Liquidity,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0160-fx-fx,DEMO-R0160,DEMO-TEAM-10,Cross-border FX,industrials_pharma,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0160-trade-finance,DEMO-R0160,DEMO-TEAM-10,Trade finance,industrials_pharma,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0161-collections,DEMO-R0161,DEMO-TEAM-11,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0161-payments,DEMO-R0161,DEMO-TEAM-11,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0161-liquidity,DEMO-R0161,DEMO-TEAM-11,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0161-fx-fx,DEMO-R0161,DEMO-TEAM-11,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0161-trade-finance,DEMO-R0161,DEMO-TEAM-11,Trade finance,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0162-collections,DEMO-R0162,DEMO-TEAM-12,Collections,consumer,1,0.5,1,1,1,12101.53,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0162-payments,DEMO-R0162,DEMO-TEAM-12,Payments,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0162-liquidity,DEMO-R0162,DEMO-TEAM-12,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0162-fx-fx,DEMO-R0162,DEMO-TEAM-12,Cross-border FX,consumer,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0162-trade-finance,DEMO-R0162,DEMO-TEAM-12,Trade finance,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0163-collections,DEMO-R0163,DEMO-TEAM-13,Collections,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0163-payments,DEMO-R0163,DEMO-TEAM-13,Payments,telecoms,0,0.5,1,1,1,165711.84,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0163-liquidity,DEMO-R0163,DEMO-TEAM-13,Liquidity,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0163-fx-fx,DEMO-R0163,DEMO-TEAM-13,Cross-border FX,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0163-trade-finance,DEMO-R0163,DEMO-TEAM-13,Trade finance,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0164-collections,DEMO-R0164,DEMO-TEAM-14,Collections,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0164-payments,DEMO-R0164,DEMO-TEAM-14,Payments,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0164-liquidity,DEMO-R0164,DEMO-TEAM-14,Liquidity,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0164-fx-fx,DEMO-R0164,DEMO-TEAM-14,Cross-border FX,industrials_pharma,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0164-trade-finance,DEMO-R0164,DEMO-TEAM-14,Trade finance,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0165-collections,DEMO-R0165,DEMO-TEAM-15,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0165-payments,DEMO-R0165,DEMO-TEAM-15,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0165-liquidity,DEMO-R0165,DEMO-TEAM-15,Liquidity,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0165-fx-fx,DEMO-R0165,DEMO-TEAM-15,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0165-trade-finance,DEMO-R0165,DEMO-TEAM-15,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0166-collections,DEMO-R0166,DEMO-TEAM-16,Collections,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0166-payments,DEMO-R0166,DEMO-TEAM-16,Payments,telecoms,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0166-liquidity,DEMO-R0166,DEMO-TEAM-16,Liquidity,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0166-fx-fx,DEMO-R0166,DEMO-TEAM-16,Cross-border FX,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0166-trade-finance,DEMO-R0166,DEMO-TEAM-16,Trade finance,telecoms,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0167-collections,DEMO-R0167,DEMO-TEAM-17,Collections,consumer,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0167-payments,DEMO-R0167,DEMO-TEAM-17,Payments,consumer,1,0.5,0,0,1,308894.37,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0167-liquidity,DEMO-R0167,DEMO-TEAM-17,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0167-fx-fx,DEMO-R0167,DEMO-TEAM-17,Cross-border FX,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0167-trade-finance,DEMO-R0167,DEMO-TEAM-17,Trade finance,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0168-collections,DEMO-R0168,DEMO-TEAM-18,Collections,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0168-payments,DEMO-R0168,DEMO-TEAM-18,Payments,mining,1,0.5,1,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0168-liquidity,DEMO-R0168,DEMO-TEAM-18,Liquidity,mining,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0168-fx-fx,DEMO-R0168,DEMO-TEAM-18,Cross-border FX,mining,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0168-trade-finance,DEMO-R0168,DEMO-TEAM-18,Trade finance,mining,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0169-collections,DEMO-R0169,DEMO-TEAM-19,Collections,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0169-payments,DEMO-R0169,DEMO-TEAM-19,Payments,industrials_pharma,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0169-liquidity,DEMO-R0169,DEMO-TEAM-19,Liquidity,industrials_pharma,1,0.5,1,0,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0169-fx-fx,DEMO-R0169,DEMO-TEAM-19,Cross-border FX,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0169-trade-finance,DEMO-R0169,DEMO-TEAM-19,Trade finance,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0170-collections,DEMO-R0170,DEMO-TEAM-20,Collections,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0170-payments,DEMO-R0170,DEMO-TEAM-20,Payments,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0170-liquidity,DEMO-R0170,DEMO-TEAM-20,Liquidity,mining,1,0.5,0,0,1,151203.09,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0170-fx-fx,DEMO-R0170,DEMO-TEAM-20,Cross-border FX,mining,1,0.5,1,1,1,443778.59,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0170-trade-finance,DEMO-R0170,DEMO-TEAM-20,Trade finance,mining,1,0.5,1,1,1,1038898.73,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0171-collections,DEMO-R0171,DEMO-TEAM-21,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0171-payments,DEMO-R0171,DEMO-TEAM-21,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0171-liquidity,DEMO-R0171,DEMO-TEAM-21,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0171-fx-fx,DEMO-R0171,DEMO-TEAM-21,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0171-trade-finance,DEMO-R0171,DEMO-TEAM-21,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0172-collections,DEMO-R0172,DEMO-TEAM-22,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0172-payments,DEMO-R0172,DEMO-TEAM-22,Payments,mining,0,0.5,1,1,1,70289.74,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0172-liquidity,DEMO-R0172,DEMO-TEAM-22,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0172-fx-fx,DEMO-R0172,DEMO-TEAM-22,Cross-border FX,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0172-trade-finance,DEMO-R0172,DEMO-TEAM-22,Trade finance,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0173-collections,DEMO-R0173,DEMO-TEAM-23,Collections,consumer,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0173-payments,DEMO-R0173,DEMO-TEAM-23,Payments,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0173-liquidity,DEMO-R0173,DEMO-TEAM-23,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0173-fx-fx,DEMO-R0173,DEMO-TEAM-23,Cross-border FX,consumer,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0173-trade-finance,DEMO-R0173,DEMO-TEAM-23,Trade finance,consumer,1,0.5,0,1,1,7848079.13,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0174-collections,DEMO-R0174,DEMO-TEAM-24,Collections,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0174-payments,DEMO-R0174,DEMO-TEAM-24,Payments,mining,1,0.5,0,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0174-liquidity,DEMO-R0174,DEMO-TEAM-24,Liquidity,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0174-fx-fx,DEMO-R0174,DEMO-TEAM-24,Cross-border FX,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0174-trade-finance,DEMO-R0174,DEMO-TEAM-24,Trade finance,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0175-collections,DEMO-R0175,DEMO-TEAM-25,Collections,telecoms,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0175-payments,DEMO-R0175,DEMO-TEAM-25,Payments,telecoms,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0175-liquidity,DEMO-R0175,DEMO-TEAM-25,Liquidity,telecoms,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0175-fx-fx,DEMO-R0175,DEMO-TEAM-25,Cross-border FX,telecoms,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0175-trade-finance,DEMO-R0175,DEMO-TEAM-25,Trade finance,telecoms,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0176-collections,DEMO-R0176,DEMO-TEAM-26,Collections,consumer,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0176-payments,DEMO-R0176,DEMO-TEAM-26,Payments,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0176-liquidity,DEMO-R0176,DEMO-TEAM-26,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0176-fx-fx,DEMO-R0176,DEMO-TEAM-26,Cross-border FX,consumer,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0176-trade-finance,DEMO-R0176,DEMO-TEAM-26,Trade finance,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0177-collections,DEMO-R0177,DEMO-TEAM-27,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0177-payments,DEMO-R0177,DEMO-TEAM-27,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0177-liquidity,DEMO-R0177,DEMO-TEAM-27,Liquidity,mining,0,0.5,0,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0177-fx-fx,DEMO-R0177,DEMO-TEAM-27,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0177-trade-finance,DEMO-R0177,DEMO-TEAM-27,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0178-collections,DEMO-R0178,DEMO-TEAM-28,Collections,insurance,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0178-payments,DEMO-R0178,DEMO-TEAM-28,Payments,insurance,0,0.5,1,1,1,435606.23,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0178-liquidity,DEMO-R0178,DEMO-TEAM-28,Liquidity,insurance,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0178-fx-fx,DEMO-R0178,DEMO-TEAM-28,Cross-border FX,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0178-trade-finance,DEMO-R0178,DEMO-TEAM-28,Trade finance,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0179-collections,DEMO-R0179,DEMO-TEAM-29,Collections,consumer,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0179-payments,DEMO-R0179,DEMO-TEAM-29,Payments,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0179-liquidity,DEMO-R0179,DEMO-TEAM-29,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0179-fx-fx,DEMO-R0179,DEMO-TEAM-29,Cross-border FX,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0179-trade-finance,DEMO-R0179,DEMO-TEAM-29,Trade finance,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0180-collections,DEMO-R0180,DEMO-TEAM-30,Collections,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0180-payments,DEMO-R0180,DEMO-TEAM-30,Payments,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0180-liquidity,DEMO-R0180,DEMO-TEAM-30,Liquidity,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0180-fx-fx,DEMO-R0180,DEMO-TEAM-30,Cross-border FX,insurance,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0180-trade-finance,DEMO-R0180,DEMO-TEAM-30,Trade finance,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0181-collections,DEMO-R0181,DEMO-TEAM-01,Collections,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0181-payments,DEMO-R0181,DEMO-TEAM-01,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
